0.000000000000000000e+00	2.000000000000000000e+01
1.000000000000000000e+00	1.363636363636373972e+00
2.000000000000000000e+00	2.545454545454549589e+01
3.000000000000000000e+00	1.036363636363637397e+01
4.000000000000000000e+00	4.000000000000000000e+00
5.000000000000000000e+00	1.618181818181818699e+01
6.000000000000000000e+00	1.254545454545450411e+01
7.000000000000000000e+00	1.836363636363637397e+01
8.000000000000000000e+00	1.072727272727274794e+01
9.000000000000000000e+00	1.118181818181813014e+01
1.000000000000000000e+01	2.263636363636362603e+01
1.100000000000000000e+01	1.718181818181813014e+01
1.200000000000000000e+01	1.354545454545450411e+01
1.300000000000000000e+01	1.800000000000000000e+01
1.400000000000000000e+01	1.209090909090912191e+01
1.500000000000000000e+01	4.090909090909121915e+00
1.600000000000000000e+01	1.745454545454549589e+01
1.700000000000000000e+01	1.390909090909087809e+01
1.800000000000000000e+01	2.027272727272725206e+01
1.900000000000000000e+01	1.272727272727252057e+00
2.000000000000000000e+01	2.636363636363626028e+00
2.100000000000000000e+01	1.636363636363637397e+01
2.200000000000000000e+01	1.063636363636362603e+01
2.300000000000000000e+01	2.727272727272747943e+00
2.400000000000000000e+01	3.454545454545495886e+00
2.500000000000000000e+01	1.681818181818186986e+01
2.600000000000000000e+01	2.909090909090878085e+00
2.700000000000000000e+01	4.272727272727252057e+00
2.800000000000000000e+01	1.081818181818186986e+01
2.900000000000000000e+01	-5.636363636363626028e+00
3.000000000000000000e+01	1.763636363636362603e+01
3.100000000000000000e+01	1.581818181818186986e+01
3.200000000000000000e+01	1.763636363636362603e+01
3.300000000000000000e+01	-1.209090909090912191e+01
3.400000000000000000e+01	-2.545454545454504114e+00
3.500000000000000000e+01	1.918181818181813014e+01
3.600000000000000000e+01	1.436363636363637397e+01
3.700000000000000000e+01	2.545454545454549589e+01
3.800000000000000000e+01	1.090909090909121915e+00
3.900000000000000000e+01	3.054545454545450411e+01
4.000000000000000000e+01	2.018181818181813014e+01
4.100000000000000000e+01	1.990909090909087809e+01
4.200000000000000000e+01	1.218181818181813014e+01
4.300000000000000000e+01	7.636363636363626028e+00
4.400000000000000000e+01	1.681818181818186986e+01
4.500000000000000000e+01	1.554545454545450411e+01
4.600000000000000000e+01	6.727272727272747943e+00
4.700000000000000000e+01	2.009090909090912191e+01
4.800000000000000000e+01	1.909090909090912191e+01
4.900000000000000000e+01	5.909090909090878085e+00
5.000000000000000000e+01	1.036363636363637397e+01
5.100000000000000000e+01	1.172727272727274794e+01
