3.746247990094303191e+02;1.550452596215663448e+02;2.809645102389805515e+01
5.220835048326000560e+02;1.500957570154368170e+02;2.054476332982505937e+01
6.748163130403039531e+02;1.458736063589266223e+02;2.330293977831877328e+01
8.138307175504533006e+02;1.359634300453863034e+02;2.218235211113596961e+01
9.467431731310765599e+02;1.303737520152404841e+02;2.302115880009273496e+01
1.074578221580934269e+03;1.257291415324580726e+02;2.028882428437032104e+01
1.198201456195992705e+03;1.214817481068723737e+02;2.064746275732318281e+01
1.317541717794679016e+03;1.178620525754582786e+02;1.986676387234297181e+01
1.433925561346909262e+03;1.141350905121466894e+02;1.969141707553217202e+01
1.545811898818972395e+03;1.104982487107776024e+02;1.910799030663429221e+01
1.654922058768464467e+03;1.073973475974275971e+02;2.095282087998589304e+01
1.760606594013827589e+03;1.046127260129687784e+02;1.797041641433406767e+01
1.864147510794402024e+03;1.022287343328181350e+02;1.880760010572817009e+01
1.965064062679463859e+03;9.967405309473406305e+01;1.766648296097218918e+01
2.063495616983870150e+03;9.776461070722621116e+01;1.934264619137411501e+01
2.160593284093916282e+03;9.602556069344586831e+01;1.890658218604357899e+01
2.255546738370761886e+03;9.367944630649685678e+01;1.711919553615507539e+01
2.347952176706909995e+03;9.147924732176738871e+01;1.713624420288579131e+01
2.438505233014296664e+03;8.988193713092800863e+01;1.733210792277077417e+01
2.527716050968766012e+03;8.843269326808604092e+01;1.745848093120139310e+01
2.615370619550468746e+03;8.669935876465478941e+01;1.707096338103519884e+01
2.701114768498075591e+03;8.526878163416040479e+01;1.819757341837339482e+01
2.785908182818789555e+03;8.407984682854294078e+01;1.491091371971651824e+01
2.869274462155161473e+03;8.252129797494194463e+01;1.575533123971672467e+01
2.950950778768673445e+03;8.093858148930462448e+01;1.678425465368309233e+01
3.031151625133770722e+03;7.935619836956084328e+01;1.554365810680656068e+01
