3.424982878903585970e+02;1.550554098895859170e+02;2.404511623015974919e+01
4.903040779474719102e+02;1.498795570012158009e+02;1.697113896056362137e+01
6.422574018927901989e+02;1.456344305652888238e+02;2.127856816860980871e+01
7.815729390780495578e+02;1.358787764330393202e+02;2.025407685020456938e+01
9.140149547588688392e+02;1.305168166483032337e+02;1.885898637496268293e+01
1.042606572374656025e+03;1.259396191537773007e+02;1.909100162482195628e+01
1.165894193066423441e+03;1.216102815190134834e+02;1.885607497314072134e+01
1.285827135412682992e+03;1.179723760082110857e+02;1.833548847539600501e+01
1.401838945082845612e+03;1.136456971227728445e+02;1.694444576511909872e+01
1.513118529658228681e+03;1.102328580730388694e+02;1.673374202447189418e+01
1.622304661228923351e+03;1.075703245921390590e+02;1.873218956241112210e+01
1.728259178842506799e+03;1.046606763496548638e+02;1.726670142593638957e+01
1.831626013928233078e+03;1.022399445191704217e+02;1.648058195324733788e+01
1.932739067880847642e+03;9.951166856366455704e+01;1.638978955429820417e+01
2.030649351055562192e+03;9.767038544567719782e+01;1.467425998601515857e+01
2.128079838772202038e+03;9.618394468061512725e+01;1.625582820830686614e+01
2.223017240416792447e+03;9.355708234577696203e+01;1.593248687339155367e+01
2.315194003463755962e+03;9.175064956603432620e+01;1.467132135466999898e+01
2.406518539548861099e+03;9.006662815257095644e+01;1.614999605603088639e+01
2.495327259768897875e+03;8.813785532243991838e+01;1.752057268482076324e+01
2.582794250193740936e+03;8.664044265247366639e+01;1.447100127210114806e+01
2.668608145073845208e+03;8.532650564665573256e+01;1.489923028482280642e+01
2.753447261487052401e+03;8.396832684602236441e+01;1.421328222571764854e+01
2.836544798765889936e+03;8.223588346217798062e+01;1.452269910782933948e+01
2.917919028411408362e+03;8.106131712940032230e+01;1.467221712104310427e+01
