3.070445365079916655e+02;1.777678403814063302e+02;3.020374184580452948e+01
4.797074576354063993e+02;1.668022846014626452e+02;3.083156668180691895e+01
6.406491057109169560e+02;1.574990261620681622e+02;2.675162272581474099e+01
7.947055099595427237e+02;1.506775072075048456e+02;2.234432019183748253e+01
9.420041201259266472e+02;1.441765595101086319e+02;2.620830814092755645e+01
1.083058628979759987e+03;1.372720217541295824e+02;2.403989928707323998e+01
1.216548163634185812e+03;1.313609024118240995e+02;2.229478204564065891e+01
1.345780433803408187e+03;1.283484083699801204e+02;2.230367533373146216e+01
1.473244980374146053e+03;1.234763362488422445e+02;2.042119022956399021e+01
1.592733106301092675e+03;1.186081991273690619e+02;2.266531164041884949e+01
1.710461378628884177e+03;1.163339083296140188e+02;1.987211725030533671e+01
1.825400922960320713e+03;1.132473316490187472e+02;2.073045053736063892e+01
1.936956041926921671e+03;1.096466705323256292e+02;1.856675043055065544e+01
2.044694264024971972e+03;1.069953104245072382e+02;1.928800941734289154e+01
2.150946662775936147e+03;1.049376159743586641e+02;1.980792442749270776e+01
2.254569495973689300e+03;1.024648888458143574e+02;1.817737555456187692e+01
2.355876440467564862e+03;9.992454781259812080e+01;1.928175243682380824e+01
2.454418591598885541e+03;9.793266397365437115e+01;1.891074961050435377e+01
2.551741768414873604e+03;9.598029388036002274e+01;1.794253173305787641e+01
2.646379179359605587e+03;9.428850039875919720e+01;1.734227885327663898e+01
2.740318769212391999e+03;9.244447673395598031e+01;1.805359510001835588e+01
2.831268132827517547e+03;9.058010182451039327e+01;1.842143636543460161e+01
2.921478972861412785e+03;8.960407027165888394e+01;1.924231240470135162e+01
3.010476273370835315e+03;8.791152078269396952e+01;1.604640823526642635e+01
3.097302014426800724e+03;8.640641901131129998e+01;1.606911456318857745e+01
3.183289111393457915e+03;8.497677140052769573e+01;1.587770401829811817e+01
3.267255557227856116e+03;8.381985176668581516e+01;1.746566780572447897e+01
3.350928814926829546e+03;8.287900881581413159e+01;1.724973386124202079e+01
3.433013574859484379e+03;8.194825002163861427e+01;1.596764330398718812e+01
3.514825314970106774e+03;8.060456714018778257e+01;1.266425649266693654e+01
3.594222709139859944e+03;7.832185753311159715e+01;1.632215765498222027e+01
3.671469030036329968e+03;7.776638277880533678e+01;1.713689938328479911e+01
3.749755474697470618e+03;7.770702131681082392e+01;1.671559951662811727e+01
3.826883072669951616e+03;7.642391328178041476e+01;1.720148967217210156e+01
3.902603301261031447e+03;7.515581126281631441e+01;1.539971912213195537e+01
3.977194695195584245e+03;7.421913271193329820e+01;1.633728266099615212e+01
4.051041566684898044e+03;7.328585337831464130e+01;1.535017599560296730e+01
4.123766401952213528e+03;7.281363244455792483e+01;1.521313401319639524e+01
4.196668831574013893e+03;7.282562746314852120e+01;1.596724670746971242e+01
