2.112060794560265435e+02;1.628115837657303757e+02;2.710946401327248623e+01
3.739982475731051750e+02;1.551575026754145767e+02;2.313090185075418503e+01
5.215210848068556970e+02;1.496676941552053961e+02;1.485264487733422811e+01
6.733336358835159672e+02;1.460184365639095745e+02;2.046213528829719053e+01
8.135579579346748460e+02;1.362186282419572763e+02;2.035392259112416014e+01
9.457708923674305197e+02;1.305529588495375606e+02;2.017738766901527470e+01
1.074663875633749967e+03;1.256654087523523344e+02;2.017308939675626789e+01
1.197101709872135189e+03;1.214653031046601654e+02;1.904196836217670352e+01
1.317594481843070298e+03;1.181579590159777808e+02;2.016848041974617445e+01
1.433417627904090750e+03;1.136493458116791544e+02;1.848690904537079405e+01
1.544893173466428607e+03;1.102140564777721465e+02;1.796300658161862884e+01
1.653845740859635043e+03;1.079421253917436161e+02;1.617837748296710743e+01
1.760777424249915839e+03;1.048162408603591302e+02;1.648073694294726010e+01
1.863478222580353304e+03;1.019987710069278819e+02;1.671410326184013684e+01
1.964774966263771603e+03;9.970125322449689520e+01;1.652992374572158951e+01
2.062880729029347094e+03;9.782101118445575594e+01;1.447124732017209681e+01
2.160416988632683115e+03;9.593909418456064486e+01;1.664622877178589988e+01
2.254758917398468384e+03;9.325334803082432700e+01;1.613941645344721110e+01
2.346923684694331769e+03;9.163165161693768823e+01;1.619720373124300750e+01
2.438022220632343760e+03;9.006538294830215818e+01;1.478944280451059967e+01
2.527054450590936085e+03;8.849516240775233200e+01;1.631742079639343501e+01
2.615012545447848424e+03;8.682320793250210045e+01;1.486851481516760032e+01
2.700700866455940286e+03;8.524100415367024652e+01;1.583432733148492844e+01
2.785494553755188917e+03;8.411325279950688127e+01;1.451056841196304958e+01
2.868927372054954049e+03;8.243330794373241588e+01;1.557669605325691009e+01
2.950361169642653749e+03;8.086775089057573496e+01;1.584861955019641755e+01
3.030662873836105518e+03;7.952406673091627454e+01;1.584884588289105523e+01
