3.032824789514813233e+02;1.782370669031767534e+02;3.087981606665380241e+01
4.770800973528067743e+02;1.673117873314759834e+02;3.013805750952161588e+01
6.379060536144332900e+02;1.577891480188657738e+02;2.980176026561889557e+01
7.926583933905383219e+02;1.505624763637002275e+02;2.604579483472616630e+01
9.390310063418337450e+02;1.439957970482602150e+02;2.732031796171133919e+01
1.080649987487058752e+03;1.376833701838902471e+02;2.709260884246896239e+01
1.214397746709614239e+03;1.314505669024019880e+02;2.575481766441043874e+01
1.343551121291862728e+03;1.285171284967025258e+02;2.735527144811476319e+01
1.471432003703019291e+03;1.231060565612508526e+02;2.114637382121964038e+01
1.589763234414364433e+03;1.183277547375113272e+02;2.491414284843153837e+01
1.708087513178041945e+03;1.166522426074694749e+02;2.454053542795963949e+01
1.823067719629303383e+03;1.134232711085683150e+02;2.593006301402670033e+01
1.934934055395178575e+03;1.099770263493795710e+02;2.185460438236759728e+01
2.043021772328062525e+03;1.068594305907312219e+02;2.009438595231290492e+01
2.148652916576641019e+03;1.047492382835673652e+02;2.201816430606504582e+01
2.252520248895197255e+03;1.026463397460956912e+02;2.008311658694401558e+01
2.353945596068832401e+03;1.000821636168666373e+02;2.080427489695421173e+01
2.452684576128930530e+03;9.783466237835341417e+01;2.045078534737376685e+01
2.549614920825539230e+03;9.612495074017465413e+01;2.024300408402223184e+01
2.644934477609279838e+03;9.416570624492601382e+01;1.943543424708559542e+01
2.737946333315391257e+03;9.205745474565878794e+01;2.214122335837737410e+01
2.829049387100597414e+03;9.093087759198010644e+01;2.382423534950703470e+01
2.919808088499351470e+03;8.974298330972101212e+01;2.032697807029080650e+01
3.008535353720039438e+03;8.794207833456266599e+01;1.768857261288940208e+01
3.095692245168476802e+03;8.674890192219072560e+01;2.012892831243834735e+01
3.182033157564420890e+03;8.516473091986927102e+01;1.914210902175591400e+01
3.266021707008215344e+03;8.383649310586224601e+01;2.002530024996576685e+01
3.349706143776145382e+03;8.315778526703252282e+01;2.062721696626022094e+01
3.432337277542280390e+03;8.248810974476555202e+01;2.042998233814523701e+01
3.514682363265676486e+03;7.975543007759347347e+01;1.466321135508314910e+01
3.591848137697467337e+03;7.789199900074299876e+01;2.159124918125326076e+01
3.670466361267162483e+03;7.841557966187542661e+01;2.005017168267977468e+01
3.748679297021218190e+03;7.769715465354215667e+01;2.009404256145899126e+01
3.825860670574246797e+03;7.695977340446552262e+01;1.922907006167451982e+01
3.902598843830149235e+03;7.593332895094704327e+01;2.195921091684795101e+01
3.977727328476140883e+03;7.364361638975333335e+01;2.134475898645087000e+01
4.049886076609655902e+03;7.211403710548006529e+01;1.932595942149328039e+01
4.121955402687101014e+03;7.309442241068427393e+01;1.901486457010196318e+01
